Sample	posterior	likelihood	prior	treeLikelihood.h3n2_2deme	treeHeight.t:h3n2_2deme	treeLength.t:h3n2_2deme	Tree.t:h3n2_2deme.length_HongKong	Tree.t:h3n2_2deme.length_NewZealand	Tree.t:h3n2_2deme.count_HongKong_to_NewZealand	Tree.t:h3n2_2deme.count_NewZealand_to_HongKong	Tree.t:h3n2_2deme.count_HongKong	Tree.t:h3n2_2deme.count_NewZealand	rootTypeLogger.t:h3n2_2deme	migModel.t:h3n2_2deme.popSize_HongKong	migModel.t:h3n2_2deme.popSize_NewZealand	migModel.t:h3n2_2deme.rateMatrix_HongKong_NewZealand	migModel.t:h3n2_2deme.rateMatrix_NewZealand_HongKong	clockRate.c:h3n2_2deme	proportionInvariant.s:h3n2_2deme	kappa.s:h3n2_2deme	freqParameter.s:h3n2_2deme1	freqParameter.s:h3n2_2deme2	freqParameter.s:h3n2_2deme3	freqParameter.s:h3n2_2deme4	
1978000	-4603.665742765726	-4546.056077743386	-57.609665022340266	-4546.056077743386	6.568629012395059	33.93428369847718	26.724178866329446	7.210104832147737	0	9	38	21	0	1.6531086226147866	0.23482523651512924	0.10193264377586415	1.8096832611284361	0.0056288009967342	0.48824578299235255	5.956728932519944	0.3718406612897282	0.18653125729104944	0.2033968061233769	0.23823127529584656	
1979000	-4605.62979562416	-4546.836810782551	-58.79298484160865	-4546.836810782551	6.478599567164879	34.08515328958403	26.596680783364523	7.488472506219505	2	11	38	21	0	1.6522225238201116	0.2776854647721566	0.07358393522675927	1.0098108584601149	0.005009565200145776	0.48824578299235255	4.8622405358091605	0.3467250836885388	0.19536833006942642	0.22851238372456625	0.2293942025174696	
1980000	-4600.908529157282	-4540.747981239903	-60.16054791737843	-4540.747981239903	6.567725927885352	35.359404905832044	28.560864098612498	6.798540807219534	1	11	39	20	0	1.6582533352437272	0.2786990501996497	0.03189824025368608	1.8998301454143467	0.0046158905019680965	0.48824578299235255	10.879914143546143	0.3366814482330054	0.20379565196887733	0.22851238372456625	0.23101051607355214	
1981000	-4587.5557960651395	-4530.8284019288485	-56.72739413629107	-4530.8284019288485	6.42600576988929	33.91353252754392	27.66689114596334	6.246641381580584	1	10	38	21	0	1.6534780478897273	0.2179750278106562	0.07503989236354165	0.9174331478298245	0.0056683337955811845	0.3410556460130816	5.504277238159501	0.31274774739341515	0.20379565196887733	0.22851238372456625	0.2549442169131424	
1982000	-4587.944380072963	-4534.553817797022	-53.39056227594137	-4534.553817797022	6.365888244893582	34.49991641415433	27.565680039858258	6.934236374296081	0	9	38	21	0	1.437556350257168	0.21803783692627388	0.07501827598107408	0.6949753556913014	0.005002336158358545	0.3410556460130816	5.504277238159501	0.31274774739341515	0.21239134560344397	0.22851238372456625	0.24634852327857576	
1983000	-4599.100570972298	-4540.499787297668	-58.600783674629206	-4540.499787297668	6.5867234381756194	35.663249361005604	28.823096738500897	6.8401526225047	2	11	38	21	0	1.4427778601988241	0.21366303892053803	0.05075156836220277	1.517583018947437	0.004801425418673883	0.3410556460130816	5.504277238159501	0.31274774739341515	0.21239134560344397	0.22851238372456625	0.24634852327857576	
1984000	-4580.9259839988445	-4528.023085162876	-52.902898835968365	-4528.023085162876	6.373106366103239	33.49517645603531	27.222028124255313	6.273148331779988	1	10	38	21	0	1.770738451522364	0.1508848629677231	0.04640217103955408	2.089520654264727	0.005210127526510253	0.3410556460130816	5.906099724387322	0.35383923669099904	0.19964434644008788	0.20016789359033846	0.24634852327857576	
1985000	-4587.7218006849835	-4525.856422395806	-61.865378289177656	-4525.856422395806	6.709645738897104	34.20550260493891	26.957869201039994	7.247633403898918	1	11	39	20	0	1.5403225016678903	0.3445319400319528	0.04586983744024977	2.086345093229515	0.00474887599523911	0.3410556460130816	6.632466840945088	0.35383923669099904	0.19964434644008788	0.20016789359033846	0.24634852327857576	
1986000	-4583.335428158069	-4526.083069252425	-57.25235890564332	-4526.083069252425	6.70447503801527	34.30621575651775	27.462117928494862	6.844097828022893	0	10	39	20	0	1.4680971053548957	0.3538379590060324	0.05407435158785377	2.081427011049739	0.004463237672847044	0.3410556460130816	6.632466840945088	0.35383923669099904	0.19964434644008788	0.20016789359033846	0.24634852327857576	
1987000	-4597.591506770783	-4526.930090005876	-70.6614167649069	-4526.930090005876	6.632982567431252	35.08344192471415	27.011354883380186	8.072087041333962	2	11	38	21	0	1.9812826633934644	0.3340925875542198	0.053863210810954416	2.3136718870983617	0.005539213893201182	0.3410556460130816	6.632466840945088	0.35383923669099904	0.19964434644008788	0.20016789359033846	0.24634852327857576	
1988000	-4587.422366294433	-4521.594542669062	-65.82782362537073	-4521.594542669062	6.600249322513312	35.81011556427176	27.48114575047839	8.328969813793378	0	9	38	21	0	1.8000407946330694	0.32247958921896047	0.020793877915813674	1.4614758328720705	0.005060049524737834	0.3410556460130816	6.632466840945088	0.34289674719868274	0.21058683593240418	0.20016789359033846	0.24634852327857576	
1989000	-4598.050113310042	-4528.237607836737	-69.81250547330531	-4528.237607836737	6.871336193163573	37.752165428613175	28.506005010451897	9.24616041816127	1	10	38	21	0	1.140391335459625	0.27881982403513217	0.037529500992510706	0.6219555108031241	0.004183668936947542	0.436837956401781	6.632466840945088	0.3344710544493128	0.21058683593240418	0.2085935863397084	0.24634852327857576	
1990000	-4589.48771934262	-4525.137454852035	-64.35026449058469	-4525.137454852035	6.889140839224728	37.03142802332483	28.49527230216617	8.536155721158654	0	9	38	21	0	1.331703153251186	0.27748075353582513	0.028369272009305314	0.5760873305294647	0.0038279685743443305	0.436837956401781	6.632466840945088	0.3344710544493128	0.21058683593240418	0.2085935863397084	0.24634852327857576	
1991000	-4592.962365929902	-4518.604009119851	-74.35835681005149	-4518.604009119851	6.856787996336332	38.24659748471404	27.970820237978913	10.275777246735117	0	9	38	21	0	1.2521087595057978	0.5108967654191333	0.04828399336935016	1.0242346742532813	0.0048254767819889514	0.436837956401781	6.632466840945088	0.3344710544493128	0.20489851639744305	0.21428190587466953	0.24634852327857576	
1992000	-4592.335159382	-4515.098935556716	-77.23622382528391	-4515.098935556716	7.001412782250884	38.78577857840614	27.571956284100544	11.2138222943056	0	10	39	20	0	1.1367017634566088	0.41887579842446016	0.04820632966279313	1.5217737644553064	0.0043172709064386	0.436837956401781	6.632466840945088	0.3344710544493128	0.20489851639744305	0.21428190587466953	0.24634852327857576	
1993000	-4595.748467397572	-4520.8619797646725	-74.88648763289986	-4520.8619797646725	6.726293087344379	38.338094372477265	28.64503331442549	9.693061058051782	0	11	40	19	0	1.1149109341740795	0.34722641328305653	0.048378842410120526	1.5272196337997122	0.00440395975939254	0.436837956401781	6.632466840945088	0.3344710544493128	0.20489851639744305	0.21428190587466953	0.24634852327857576	
1994000	-4602.12069655219	-4528.345615098588	-73.7750814536018	-4528.345615098588	6.569956780860394	37.75103014855488	29.450358194253788	8.30067195430109	0	12	41	18	0	1.5886999711047844	0.4072843238018864	0.031467569399332616	1.5279719161169398	0.004333190218715347	0.436837956401781	6.632466840945088	0.3344710544493128	0.20489851639744305	0.21428190587466953	0.24634852327857576	
1995000	-4602.580199076198	-4526.284162145537	-76.2960369306612	-4526.284162145537	6.625751298105258	38.02635463114157	28.867849461445058	9.1585051696965	0	11	40	19	0	1.5219797878353982	0.5992138468427806	0.0269633793447654	1.5594047811574683	0.0048639736791999955	0.436837956401781	6.632466840945088	0.3344710544493128	0.20489851639744305	0.21428190587466953	0.24634852327857576	
1996000	-4603.378219480847	-4527.020720149026	-76.35749933182187	-4527.020720149026	6.725460317052454	39.40993071572848	33.037106875946016	6.3728238397824635	0	13	42	17	0	1.5478902234694971	0.34724068729104923	0.00612368463502411	1.5615280638738414	0.004000690056374283	0.436837956401781	6.632466840945088	0.3344710544493128	0.20489851639744305	0.21428190587466953	0.24634852327857576	
1997000	-4609.476818281361	-4525.3647626666825	-84.11205561467851	-4525.3647626666825	6.928476202355829	41.218551567663305	32.44924015142851	8.769311416234792	0	11	40	19	0	1.8123491269981757	0.7119971459385472	0.016436458022999343	1.5686893204549077	0.0035574391923994986	0.436837956401781	6.632466840945088	0.3344710544493128	0.20489851639744305	0.21428190587466953	0.24634852327857576	
1998000	-4605.116466116688	-4522.3657271297725	-82.75073898691475	-4522.3657271297725	6.84765096552311	41.39027749174803	33.866917971014814	7.523359520733203	0	13	42	17	0	1.8157649735143417	0.4011497226628262	0.008743203725830923	1.5657382766643386	0.004086738702774439	0.436837956401781	6.632466840945088	0.3302636826644933	0.20910588818226256	0.21428190587466953	0.24634852327857576	
1999000	-4595.721148902447	-4522.61777379836	-73.10337510408667	-4522.61777379836	6.821581247011736	40.07331437510027	31.815789438276962	8.257524936823291	0	10	39	20	0	1.933508811718973	0.2857139130487858	0.01391455908888087	1.5587616316665978	0.004664011642317708	0.3714496780668447	6.632466840945088	0.3302636826644933	0.20910588818226256	0.21428190587466953	0.24634852327857576	
2000000	-4609.049501305116	-4525.0216320505515	-84.02786925456464	-4525.0216320505515	7.033328418460366	42.21653083860007	32.48075329199324	9.735777546606815	0	10	39	20	0	1.5068489524245823	0.36406151861095826	0.006197140397918541	0.5689648816545347	0.003890610371133509	0.3714496780668447	6.632466840945088	0.3302636826644933	0.20910588818226256	0.21428190587466953	0.24634852327857576	
2001000	-4609.607892537972	-4526.221247296232	-83.38664524173925	-4526.221247296232	7.184271728805119	41.10997990957486	30.916735409805767	10.193244499769083	1	11	39	20	0	1.750912643230427	0.36288533910366555	0.06190126141423825	0.8439814556947131	0.0037654287688738326	0.46044951856905514	6.632466840945088	0.3302636826644933	0.20910588818226256	0.2083470728547959	0.2522833562984494	
2002000	-4609.326476668504	-4520.034092823204	-89.2923838453002	-4520.034092823204	7.285936806657188	44.03601753328513	35.71090787358702	8.325109659698114	1	13	41	18	0	1.850160131840583	0.32034754155205014	0.010986040057093697	1.4918723123277384	0.003984405186291039	0.46044951856905514	6.632466840945088	0.3302636826644933	0.20910588818226256	0.2083470728547959	0.2522833562984494	
2003000	-4602.106964017348	-4521.190242093655	-80.91672192369373	-4521.190242093655	7.273558728455876	43.642955702380085	34.08610573813044	9.55684996424964	1	10	38	21	0	1.8328343530640727	0.3486295440465733	0.047731091870970375	0.9057712810405165	0.0037183064829244016	0.5305552914944042	6.632466840945088	0.3302636826644933	0.20910588818226256	0.2083470728547959	0.2522833562984494	
2004000	-4610.314385500202	-4525.886457224482	-84.42792827572015	-4525.886457224482	7.2237171168311605	43.38639303888072	34.01185441792227	9.374538620958443	1	12	40	19	0	1.820947346361887	0.3519592890964156	0.04047949214798722	1.4350465216668422	0.003997606008735259	0.5305552914944042	6.632466840945088	0.3302636826644933	0.20910588818226256	0.2083470728547959	0.2522833562984494	
2005000	-4614.219538197298	-4524.848760559115	-89.37077763818209	-4524.848760559115	7.037573180733676	42.5322134059322	32.90853273412395	9.623680671808241	5	16	40	19	0	1.7919127722429058	0.35403871945898235	0.2801095342994371	1.4266178410032981	0.004167484812611358	0.5305552914944042	6.632466840945088	0.3302636826644933	0.20910588818226256	0.2083470728547959	0.2522833562984494	
2006000	-4600.930455533015	-4523.54340667689	-77.38704885612506	-4523.54340667689	6.854483069239354	39.34841839857048	32.07389736672796	7.274521031842507	9	18	39	20	1	1.8011799645282567	0.2399487934537035	0.2786683518710101	2.097204218832169	0.004190093418632394	0.5305552914944042	6.632466840945088	0.3302636826644933	0.20910588818226256	0.2083470728547959	0.2522833562984494	
2007000	-4609.625390637846	-4533.342631602724	-76.28275903512169	-4533.342631602724	7.334768346447633	38.68422058986407	30.242662237178493	8.441558352685586	3	13	39	20	0	1.4309097570975184	0.3739675445575331	0.15346007114415414	1.3763634814659493	0.0037690787517557496	0.5305552914944042	7.080159433216576	0.3302636826644933	0.20910588818226256	0.2083470728547959	0.2522833562984494	
2008000	-4594.59577475481	-4526.597807025398	-67.99796772941238	-4526.597807025398	7.540156105322079	39.91708306793173	32.084501745799514	7.832581322132213	0	11	40	19	0	1.1767425777790574	0.2651897580910106	0.05643693810595837	1.380149315681952	0.003911517071876372	0.5305552914944042	7.080159433216576	0.3302636826644933	0.20910588818226256	0.2083470728547959	0.2522833562984494	
2009000	-4599.448098133999	-4529.653871135288	-69.79422699871165	-4529.653871135288	6.8602921284543825	38.80728012460459	31.434587096851086	7.372693027753495	2	13	40	19	0	1.4716659133075392	0.16326782133923765	0.09391359512735142	1.1867776454366954	0.0041643143139004565	0.5305552914944042	7.080159433216576	0.3302636826644933	0.20910588818226256	0.2083470728547959	0.2522833562984494	
2010000	-4605.147721200378	-4528.485792255241	-76.6619289451375	-4528.485792255241	7.533851784741255	40.01446255223772	31.81240857172539	8.202053980512341	1	11	39	20	0	2.678530401556227	0.484428149919427	0.14188228191005653	1.4517979983741829	0.004326587807358825	0.5305552914944042	7.080159433216576	0.3302636826644933	0.20910588818226256	0.2083470728547959	0.2522833562984494	
2011000	-4600.733448423912	-4533.090825852357	-67.64262257155455	-4533.090825852357	6.606587219593537	37.20535297997241	28.298612763215832	8.906740216756578	3	11	37	22	0	1.368908285127312	0.3107379381556859	0.139531150236143	1.4728056947825374	0.00491480377509699	0.5305552914944042	8.27540948935455	0.3302636826644933	0.20910588818226256	0.2083470728547959	0.2522833562984494	
2012000	-4596.387192506096	-4527.8006033708425	-68.58658913525281	-4527.8006033708425	7.045411317250528	39.26035259811421	33.27584907067286	5.984503527441363	2	13	40	19	0	1.915698765648428	0.18408116011579187	0.14075094026832669	1.485681054175753	0.004655220925623611	0.5305552914944042	8.27540948935455	0.3302636826644933	0.20910588818226256	0.2083470728547959	0.2522833562984494	
2013000	-4598.975395201582	-4532.4148792754195	-66.56051592616245	-4532.4148792754195	6.906505380174195	38.131059290850395	31.0957072418718	7.035352048978592	1	11	39	20	0	1.5650501661153065	0.21770353443887241	0.06636032029739723	1.490040676073101	0.004355691335652021	0.5305552914944042	8.27540948935455	0.3302636826644933	0.20910588818226256	0.2083470728547959	0.2522833562984494	
2014000	-4600.605330012673	-4532.575697330385	-68.02963268228855	-4532.575697330385	6.926341426705188	39.930332840380096	32.30960412324383	7.620728717136284	1	11	39	20	0	1.5689307779422785	0.1562698502756843	0.07867653304821509	1.486355191951346	0.004069345540985336	0.5305552914944042	8.011657455511719	0.3302636826644933	0.20910588818226256	0.2083470728547959	0.2522833562984494	
2015000	-4596.096728904642	-4529.596332272685	-66.50039663195719	-4529.596332272685	6.72881310907716	39.54471384022296	31.637969161723305	7.906744678499659	1	11	39	20	0	1.705607799264183	0.26897723253498046	0.02562997166723727	1.2732616076747703	0.004447703498412476	0.5305552914944042	6.215543363682313	0.33980687580591773	0.21267334797175932	0.19880387971337146	0.24871589650895262	
2016000	-4587.290518855072	-4525.3221814322	-61.968337422872196	-4525.3221814322	6.747813916765105	38.95656240431343	32.529203467088585	6.427358937224859	0	11	40	19	0	1.8402790941618867	0.17841839108272758	0.0025573338718761435	2.2079282554959896	0.004370505928353531	0.5305552914944042	6.215543363682313	0.33980687580591773	0.21267334797175932	0.19880387971337146	0.24871589650895262	
2017000	-4588.784237005795	-4520.623775984924	-68.1604610208714	-4520.623775984924	6.753236609818817	38.925194047881845	32.04812167085807	6.877072377023788	0	11	40	19	0	1.8379223830630353	0.33007655770337235	7.927855089379408E-4	2.8383320348891514	0.004205889229647448	0.5305552914944042	6.215543363682313	0.33980687580591773	0.21267334797175932	0.19880387971337146	0.24871589650895262	
2018000	-4581.16121320009	-4519.290137221806	-61.87107597828394	-4519.290137221806	6.698869038015411	38.19524111732411	33.484309789414525	4.710931327909587	0	12	41	18	0	2.468062558702746	0.24604871008259005	2.6959315948438636E-4	3.1598970214337303	0.004006303389436392	0.4925542730275106	6.215543363682313	0.33980687580591773	0.21267334797175932	0.19880387971337146	0.24871589650895262	
2019000	-4592.200388765933	-4530.884698383305	-61.31569038262821	-4530.884698383305	6.710571688065376	38.0982293893001	32.7101753323805	5.388054056919587	0	12	41	18	0	2.2288840446311395	0.18055954302258104	0.0010336143566998625	2.3461865146164174	0.004380765665798542	0.4925542730275106	6.215543363682313	0.33980687580591773	0.21267334797175932	0.19880387971337146	0.24871589650895262	
2020000	-4593.636238341603	-4526.420763567808	-67.21547477379535	-4526.420763567808	6.818641226856555	39.22658109536988	33.22755038986791	5.999030705501959	0	12	41	18	0	2.0900622207699024	0.2493183821483389	0.0011661972590108576	2.740095914412785	0.004308874741196414	0.4925542730275106	6.215543363682313	0.33980687580591773	0.21267334797175932	0.19880387971337146	0.24871589650895262	
2021000	-4597.583015406256	-4530.742501433126	-66.8405139731307	-4530.742501433126	6.9187681347729795	39.72347163625464	33.80986973494864	5.9136019013060075	0	12	41	18	0	1.603242628343355	0.21741440351973654	0.0028505375368940147	2.794851569554461	0.004281202469827557	0.4925542730275106	10.266252021760229	0.33980687580591773	0.21267334797175932	0.19880387971337146	0.24871589650895262	
